"GEOID","GEONAME","PROFLN","TITLE","GENDER","OCC_CODE","OCC_DESCRIPTION","TOTAL","HISP_LAT","WHITE","BLACK","AM_ID","ASIAN","HI_PI","OTHER","PCT_HISP_LAT","PCT_WHITE","PCT_BLACKT","PCT_AM_ID","PCT_ASIAN","PCT_HI_PI","PCT_OTHER"
"05000US27169","Winona County, Minnesota",5,"Number","Women","0","Total, all occupations",12995,305,12070,155,25,325,4,105,2.35,92.88,1.19,0.19,2.5,0.03,0.81
"05000US27171","Wright County, Minnesota",1,"Number","Total","0","Total, all occupations",46240,1490,43145,500,50,540,4,510,3.22,93.31,1.08,0.11,1.17,0.01,1.1
"05000US27171","Wright County, Minnesota",3,"Number","Men","0","Total, all occupations",23115,765,21485,290,45,275,0,255,3.31,92.95,1.25,0.19,1.19,0,1.1
"05000US27171","Wright County, Minnesota",5,"Number","Women","0","Total, all occupations",23125,725,21660,210,10,265,4,250,3.14,93.66,0.91,0.04,1.15,0.02,1.08
"05000US28033","DeSoto County, Mississippi",1,"Number","Total","0","Total, all occupations",60985,2915,35200,21115,60,1145,0,550,4.78,57.72,34.62,0.1,1.88,0,0.9
"05000US28033","DeSoto County, Mississippi",3,"Number","Men","0","Total, all occupations",29710,1805,16995,10055,20,560,0,275,6.08,57.2,33.84,0.07,1.88,0,0.93
"05000US28033","DeSoto County, Mississippi",5,"Number","Women","0","Total, all occupations",31275,1110,18205,11060,40,585,0,280,3.55,58.21,35.36,0.13,1.87,0,0.9
"05000US28035","Forrest County, Mississippi",1,"Number","Total","0","Total, all occupations",40185,850,25720,12695,35,415,0,475,2.12,64,31.59,0.09,1.03,0,1.18
"05000US28035","Forrest County, Mississippi",3,"Number","Men","0","Total, all occupations",19450,550,13750,4715,20,115,0,295,2.83,70.69,24.24,0.1,0.59,0,1.52
"05000US28035","Forrest County, Mississippi",5,"Number","Women","0","Total, all occupations",20735,300,11970,7975,15,295,0,175,1.45,57.73,38.46,0.07,1.42,0,0.84
"05000US28047","Harrison County, Mississippi",1,"Number","Total","0","Total, all occupations",94965,4900,64115,20580,410,3270,70,1620,5.16,67.51,21.67,0.43,3.44,0.07,1.71
"05000US28047","Harrison County, Mississippi",3,"Number","Men","0","Total, all occupations",46230,2695,32395,8590,225,1455,25,845,5.83,70.07,18.58,0.49,3.15,0.05,1.83
"05000US28047","Harrison County, Mississippi",5,"Number","Women","0","Total, all occupations",48735,2205,31720,11990,185,1815,50,775,4.52,65.09,24.6,0.38,3.72,0.1,1.59
"05000US28049","Hinds County, Mississippi",1,"Number","Total","0","Total, all occupations",117460,2165,52880,59610,125,1735,0,945,1.84,45.02,50.75,0.11,1.48,0,0.8
"05000US28049","Hinds County, Mississippi",3,"Number","Men","0","Total, all occupations",57285,1520,27660,26600,105,920,0,475,2.65,48.28,46.43,0.18,1.61,0,0.83
"05000US28049","Hinds County, Mississippi",5,"Number","Women","0","Total, all occupations",60175,645,25220,33010,15,815,0,465,1.07,41.91,54.86,0.02,1.35,0,0.77
"05000US28059","Jackson County, Mississippi",1,"Number","Total","0","Total, all occupations",55140,3595,37585,12055,70,1200,0,630,6.52,68.16,21.86,0.13,2.18,0,1.14
"05000US28059","Jackson County, Mississippi",3,"Number","Men","0","Total, all occupations",31790,2590,21715,6305,60,690,0,430,8.15,68.31,19.83,0.19,2.17,0,1.35
"05000US28059","Jackson County, Mississippi",5,"Number","Women","0","Total, all occupations",23345,1005,15870,5750,10,510,0,200,4.3,67.98,24.63,0.04,2.18,0,0.86
"05000US28067","Jones County, Mississippi",1,"Number","Total","0","Total, all occupations",29205,1165,18285,9395,60,130,35,135,3.99,62.61,32.17,0.21,0.45,0.12,0.46
"05000US28067","Jones County, Mississippi",3,"Number","Men","0","Total, all occupations",15570,925,9995,4440,40,95,25,50,5.94,64.19,28.52,0.26,0.61,0.16,0.32
"05000US28067","Jones County, Mississippi",5,"Number","Women","0","Total, all occupations",13635,240,8290,4960,20,35,10,85,1.76,60.8,36.38,0.15,0.26,0.07,0.62
"05000US28071","Lafayette County, Mississippi",1,"Number","Total","0","Total, all occupations",25830,770,18165,6085,10,490,15,295,2.98,70.33,23.56,0.04,1.9,0.06,1.14
"05000US28071","Lafayette County, Mississippi",3,"Number","Men","0","Total, all occupations",13260,465,9915,2505,10,310,0,55,3.51,74.77,18.89,0.08,2.34,0,0.41
"05000US28071","Lafayette County, Mississippi",5,"Number","Women","0","Total, all occupations",12570,305,8250,3580,0,180,15,240,2.43,65.63,28.48,0,1.43,0.12,1.91
"05000US28073","Lamar County, Mississippi",1,"Number","Total","0","Total, all occupations",22615,565,16760,4605,10,375,0,300,2.5,74.11,20.36,0.04,1.66,0,1.33
"05000US28073","Lamar County, Mississippi",3,"Number","Men","0","Total, all occupations",11520,250,8640,2255,10,130,0,235,2.17,75,19.57,0.09,1.13,0,2.04
"05000US28073","Lamar County, Mississippi",5,"Number","Women","0","Total, all occupations",11100,315,8120,2350,0,245,0,65,2.84,73.15,21.17,0,2.21,0,0.59
"05000US28075","Lauderdale County, Mississippi",1,"Number","Total","0","Total, all occupations",35935,565,20715,14200,45,270,0,135,1.57,57.65,39.52,0.13,0.75,0,0.38
"05000US28075","Lauderdale County, Mississippi",3,"Number","Men","0","Total, all occupations",17660,290,10320,6790,10,185,0,65,1.64,58.44,38.45,0.06,1.05,0,0.37
"05000US28075","Lauderdale County, Mississippi",5,"Number","Women","0","Total, all occupations",18275,275,10395,7410,35,85,0,70,1.5,56.88,40.55,0.19,0.47,0,0.38
"05000US28081","Lee County, Mississippi",1,"Number","Total","0","Total, all occupations",50905,1095,35730,13410,40,310,4,315,2.15,70.19,26.34,0.08,0.61,0.01,0.62
"05000US28081","Lee County, Mississippi",3,"Number","Men","0","Total, all occupations",25370,660,18770,5555,4,220,0,170,2.6,73.99,21.9,0.02,0.87,0,0.67
"05000US28081","Lee County, Mississippi",5,"Number","Women","0","Total, all occupations",25535,435,16960,7855,40,95,4,150,1.7,66.42,30.76,0.16,0.37,0.02,0.59
"05000US28087","Lowndes County, Mississippi",1,"Number","Total","0","Total, all occupations",28125,425,16735,10665,75,110,0,110,1.51,59.5,37.92,0.27,0.39,0,0.39
"05000US28087","Lowndes County, Mississippi",3,"Number","Men","0","Total, all occupations",15265,280,9655,5135,50,65,0,80,1.83,63.25,33.64,0.33,0.43,0,0.52
"05000US28087","Lowndes County, Mississippi",5,"Number","Women","0","Total, all occupations",12860,150,7080,5530,25,45,0,35,1.17,55.05,43,0.19,0.35,0,0.27
"05000US28089","Madison County, Mississippi",1,"Number","Total","0","Total, all occupations",58410,1535,27960,28090,80,475,4,265,2.63,47.87,48.09,0.14,0.81,0.01,0.45
"05000US28089","Madison County, Mississippi",3,"Number","Men","0","Total, all occupations",29965,935,15640,12905,50,250,0,180,3.12,52.19,43.07,0.17,0.83,0,0.6
"05000US28089","Madison County, Mississippi",5,"Number","Women","0","Total, all occupations",28445,600,12315,15185,25,225,4,85,2.11,43.29,53.38,0.09,0.79,0.01,0.3
"05000US28109","Pearl River County, Mississippi",1,"Number","Total","0","Total, all occupations",12675,415,10600,1260,60,50,0,290,3.27,83.63,9.94,0.47,0.39,0,2.29
"05000US28109","Pearl River County, Mississippi",3,"Number","Men","0","Total, all occupations",5695,155,4800,520,10,30,0,170,2.72,84.28,9.13,0.18,0.53,0,2.99
"05000US28109","Pearl River County, Mississippi",5,"Number","Women","0","Total, all occupations",6985,260,5800,740,45,15,0,120,3.72,83.04,10.59,0.64,0.21,0,1.72
"05000US28121","Rankin County, Mississippi",1,"Number","Total","0","Total, all occupations",67485,1645,41795,23045,90,555,50,310,2.44,61.93,34.15,0.13,0.82,0.07,0.46
"05000US28121","Rankin County, Mississippi",3,"Number","Men","0","Total, all occupations",35075,1045,22890,10655,50,340,4,85,2.98,65.26,30.38,0.14,0.97,0.01,0.24
"05000US28121","Rankin County, Mississippi",5,"Number","Women","0","Total, all occupations",32410,595,18905,12390,40,220,40,225,1.84,58.33,38.23,0.12,0.68,0.12,0.69
"05000US29019","Boone County, Missouri",1,"Number","Total","0","Total, all occupations",97720,3000,80925,7515,115,3470,150,2550,3.07,82.81,7.69,0.12,3.55,0.15,2.61
"05000US29019","Boone County, Missouri",3,"Number","Men","0","Total, all occupations",48435,1615,40340,3425,80,1710,130,1135,3.33,83.29,7.07,0.17,3.53,0.27,2.34
"05000US29019","Boone County, Missouri",5,"Number","Women","0","Total, all occupations",49280,1385,40585,4085,30,1760,15,1415,2.81,82.36,8.29,0.06,3.57,0.03,2.87
"05000US29021","Buchanan County, Missouri",1,"Number","Total","0","Total, all occupations",49985,2925,42880,2200,85,935,50,915,5.85,85.79,4.4,0.17,1.87,0.1,1.83
"05000US29021","Buchanan County, Missouri",3,"Number","Men","0","Total, all occupations",26415,1730,22180,1370,40,650,40,400,6.55,83.97,5.19,0.15,2.46,0.15,1.51
"05000US29021","Buchanan County, Missouri",5,"Number","Women","0","Total, all occupations",23570,1190,20700,825,45,285,10,515,5.05,87.82,3.5,0.19,1.21,0.04,2.18
"05000US29031","Cape Girardeau County, Missouri",1,"Number","Total","0","Total, all occupations",41810,745,37595,2480,80,520,4,390,1.78,89.92,5.93,0.19,1.24,0.01,0.93
"05000US29031","Cape Girardeau County, Missouri",3,"Number","Men","0","Total, all occupations",20665,335,18775,1040,65,225,4,225,1.62,90.85,5.03,0.31,1.09,0.02,1.09
"05000US29031","Cape Girardeau County, Missouri",5,"Number","Women","0","Total, all occupations",21145,405,18820,1440,20,295,0,170,1.92,89,6.81,0.09,1.4,0,0.8
"05000US29037","Cass County, Missouri",1,"Number","Total","0","Total, all occupations",27415,1350,24340,975,150,185,4,410,4.92,88.78,3.56,0.55,0.67,0.01,1.5
"05000US29037","Cass County, Missouri",3,"Number","Men","0","Total, all occupations",13990,845,12140,640,80,90,0,195,6.04,86.78,4.57,0.57,0.64,0,1.39
"05000US29037","Cass County, Missouri",5,"Number","Women","0","Total, all occupations",13425,505,12200,330,70,95,4,210,3.76,90.88,2.46,0.52,0.71,0.03,1.56
"05000US29043","Christian County, Missouri",1,"Number","Total","0","Total, all occupations",19330,610,18080,105,40,165,0,330,3.16,93.53,0.54,0.21,0.85,0,1.71
"05000US29043","Christian County, Missouri",3,"Number","Men","0","Total, all occupations",10145,210,9535,85,20,85,0,210,2.07,93.99,0.84,0.2,0.84,0,2.07
"05000US29043","Christian County, Missouri",5,"Number","Women","0","Total, all occupations",9190,400,8545,20,20,85,0,115,4.35,92.98,0.22,0.22,0.92,0,1.25
"05000US29047","Clay County, Missouri",1,"Number","Total","0","Total, all occupations",100930,6870,82390,6685,485,2305,260,1935,6.81,81.63,6.62,0.48,2.28,0.26,1.92
"05000US29047","Clay County, Missouri",3,"Number","Men","0","Total, all occupations",53620,4090,43105,3740,340,1105,115,1130,7.63,80.39,6.98,0.63,2.06,0.21,2.11
"05000US29047","Clay County, Missouri",5,"Number","Women","0","Total, all occupations",47305,2785,39280,2945,145,1200,145,805,5.89,83.04,6.23,0.31,2.54,0.31,1.7
"05000US29051","Cole County, Missouri",1,"Number","Total","0","Total, all occupations",50850,1040,45080,3575,100,600,0,450,2.05,88.65,7.03,0.2,1.18,0,0.88
"05000US29051","Cole County, Missouri",3,"Number","Men","0","Total, all occupations",24330,590,21030,2105,65,340,0,200,2.42,86.44,8.65,0.27,1.4,0,0.82
"05000US29051","Cole County, Missouri",5,"Number","Women","0","Total, all occupations",26520,450,24045,1475,40,260,0,250,1.7,90.67,5.56,0.15,0.98,0,0.94
"05000US29071","Franklin County, Missouri",1,"Number","Total","0","Total, all occupations",40105,605,38185,360,90,335,0,535,1.51,95.21,0.9,0.22,0.84,0,1.33
"05000US29071","Franklin County, Missouri",3,"Number","Men","0","Total, all occupations",20815,340,19665,330,55,140,0,280,1.63,94.48,1.59,0.26,0.67,0,1.35
"05000US29071","Franklin County, Missouri",5,"Number","Women","0","Total, all occupations",19295,270,18520,30,30,195,0,250,1.4,95.98,0.16,0.16,1.01,0,1.3
"05000US29077","Greene County, Missouri",1,"Number","Total","0","Total, all occupations",174500,4790,159060,3985,945,2475,80,3165,2.74,91.15,2.28,0.54,1.42,0.05,1.81
"05000US29077","Greene County, Missouri",3,"Number","Men","0","Total, all occupations",91985,2785,83365,2355,525,1385,80,1495,3.03,90.63,2.56,0.57,1.51,0.09,1.63
"05000US29077","Greene County, Missouri",5,"Number","Women","0","Total, all occupations",82515,2005,75695,1630,420,1090,4,1675,2.43,91.73,1.98,0.51,1.32,0,2.03
"05000US29095","Jackson County, Missouri",1,"Number","Total","0","Total, all occupations",393735,29970,282580,60800,1125,10430,890,7940,7.61,71.77,15.44,0.29,2.65,0.23,2.02
"05000US29095","Jackson County, Missouri",3,"Number","Men","0","Total, all occupations",205175,17285,150060,26975,570,5925,440,3915,8.42,73.14,13.15,0.28,2.89,0.21,1.91
"05000US29095","Jackson County, Missouri",5,"Number","Women","0","Total, all occupations",188565,12685,132520,33825,555,4505,450,4025,6.73,70.28,17.94,0.29,2.39,0.24,2.13
"05000US29097","Jasper County, Missouri",1,"Number","Total","0","Total, all occupations",60715,3775,52575,1090,1015,660,85,1520,6.22,86.59,1.8,1.67,1.09,0.14,2.5
"05000US29097","Jasper County, Missouri",3,"Number","Men","0","Total, all occupations",33495,2380,28750,620,540,320,50,830,7.11,85.83,1.85,1.61,0.96,0.15,2.48
"05000US29097","Jasper County, Missouri",5,"Number","Women","0","Total, all occupations",27225,1390,23825,470,475,335,35,690,5.11,87.51,1.73,1.74,1.23,0.13,2.53
"05000US29099","Jefferson County, Missouri",1,"Number","Total","0","Total, all occupations",53540,585,51125,700,125,430,55,520,1.09,95.49,1.31,0.23,0.8,0.1,0.97
"05000US29099","Jefferson County, Missouri",3,"Number","Men","0","Total, all occupations",27205,400,25900,370,30,150,10,340,1.47,95.2,1.36,0.11,0.55,0.04,1.25
"05000US29099","Jefferson County, Missouri",5,"Number","Women","0","Total, all occupations",26335,185,25225,325,95,280,45,175,0.7,95.79,1.23,0.36,1.06,0.17,0.66
"05000US29101","Johnson County, Missouri",1,"Number","Total","0","Total, all occupations",20060,1010,17315,865,135,280,10,435,5.03,86.32,4.31,0.67,1.4,0.05,2.17
"05000US29101","Johnson County, Missouri",3,"Number","Men","0","Total, all occupations",9815,560,8385,470,105,105,0,195,5.71,85.43,4.79,1.07,1.07,0,1.99
"05000US29101","Johnson County, Missouri",5,"Number","Women","0","Total, all occupations",10245,450,8935,395,35,175,10,240,4.39,87.21,3.86,0.34,1.71,0.1,2.34
"05000US29113","Lincoln County, Missouri",1,"Number","Total","0","Total, all occupations",13315,290,11965,565,0,190,0,300,2.18,89.86,4.24,0,1.43,0,2.25
"05000US29113","Lincoln County, Missouri",3,"Number","Men","0","Total, all occupations",7040,190,6280,355,0,105,0,115,2.7,89.2,5.04,0,1.49,0,1.63
"05000US29113","Lincoln County, Missouri",5,"Number","Women","0","Total, all occupations",6275,100,5685,210,0,90,0,185,1.59,90.6,3.35,0,1.43,0,2.95
"05000US29145","Newton County, Missouri",1,"Number","Total","0","Total, all occupations",25340,1335,22195,280,510,430,100,485,5.27,87.59,1.1,2.01,1.7,0.39,1.91
"05000US29145","Newton County, Missouri",3,"Number","Men","0","Total, all occupations",12445,845,10645,95,280,155,95,330,6.79,85.54,0.76,2.25,1.25,0.76,2.65
"05000US29145","Newton County, Missouri",5,"Number","Women","0","Total, all occupations",12895,490,11555,185,235,275,4,155,3.8,89.61,1.43,1.82,2.13,0.03,1.2
"05000US29165","Platte County, Missouri",1,"Number","Total","0","Total, all occupations",46925,3265,37215,4070,140,1070,150,1015,6.96,79.31,8.67,0.3,2.28,0.32,2.16
"05000US29165","Platte County, Missouri",3,"Number","Men","0","Total, all occupations",25305,1780,20090,2285,85,540,85,445,7.03,79.39,9.03,0.34,2.13,0.34,1.76
"05000US29165","Platte County, Missouri",5,"Number","Women","0","Total, all occupations",21615,1485,17125,1785,55,530,65,570,6.87,79.23,8.26,0.25,2.45,0.3,2.64
"05000US29169","Pulaski County, Missouri",1,"Number","Total","0","Total, all occupations",17475,1340,14050,1280,110,255,15,430,7.67,80.4,7.32,0.63,1.46,0.09,2.46
"05000US29169","Pulaski County, Missouri",3,"Number","Men","0","Total, all occupations",9375,915,7545,560,45,125,4,185,9.76,80.48,5.97,0.48,1.33,0.04,1.97
"05000US29169","Pulaski County, Missouri",5,"Number","Women","0","Total, all occupations",8100,425,6505,720,65,135,4,245,5.25,80.31,8.89,0.8,1.67,0.05,3.02
"05000US29183","St. Charles County, Missouri",1,"Number","Total","0","Total, all occupations",152500,4495,130155,11905,225,3415,25,2285,2.95,85.35,7.81,0.15,2.24,0.02,1.5
"05000US29183","St. Charles County, Missouri",3,"Number","Men","0","Total, all occupations",76710,2500,65370,5575,130,1935,10,1190,3.26,85.22,7.27,0.17,2.52,0.01,1.55
"05000US29183","St. Charles County, Missouri",5,"Number","Women","0","Total, all occupations",75790,1995,64780,6330,95,1480,15,1090,2.63,85.47,8.35,0.13,1.95,0.02,1.44
"05000US29187","St. Francois County, Missouri",1,"Number","Total","0","Total, all occupations",26375,525,24920,330,45,295,0,265,1.99,94.48,1.25,0.17,1.12,0,1
"05000US29187","St. Francois County, Missouri",3,"Number","Men","0","Total, all occupations",12855,305,11925,240,0,235,0,150,2.37,92.77,1.87,0,1.83,0,1.17
"05000US29187","St. Francois County, Missouri",5,"Number","Women","0","Total, all occupations",13525,220,12995,90,45,55,0,115,1.63,96.08,0.67,0.33,0.41,0,0.85
"05000US29189","St. Louis County, Missouri",1,"Number","Total","0","Total, all occupations",591930,16670,448860,96510,1020,20090,95,8690,2.82,75.83,16.3,0.17,3.39,0.02,1.47
"05000US29189","St. Louis County, Missouri",3,"Number","Men","0","Total, all occupations",303605,9895,236885,41100,490,10560,25,4655,3.26,78.02,13.54,0.16,3.48,0.01,1.53
"05000US29189","St. Louis County, Missouri",5,"Number","Women","0","Total, all occupations",288325,6775,211975,55410,530,9530,70,4035,2.35,73.52,19.22,0.18,3.31,0.02,1.4
"05000US29213","Taney County, Missouri",1,"Number","Total","0","Total, all occupations",27420,1690,24495,355,195,280,30,375,6.16,89.33,1.29,0.71,1.02,0.11,1.37
"05000US29213","Taney County, Missouri",3,"Number","Men","0","Total, all occupations",13590,970,11990,250,45,120,0,215,7.14,88.23,1.84,0.33,0.88,0,1.58
"05000US29213","Taney County, Missouri",5,"Number","Women","0","Total, all occupations",13830,720,12500,110,150,160,30,160,5.21,90.38,0.8,1.08,1.16,0.22,1.16
"05000US29510","St. Louis city, Missouri",1,"Number","Total","0","Total, all occupations",258925,8100,164665,72645,530,8610,55,4315,3.13,63.6,28.06,0.2,3.33,0.02,1.67
"05000US29510","St. Louis city, Missouri",3,"Number","Men","0","Total, all occupations",133315,4510,90600,30615,320,4885,35,2350,3.38,67.96,22.96,0.24,3.66,0.03,1.76
"05000US29510","St. Louis city, Missouri",5,"Number","Women","0","Total, all occupations",125610,3590,74065,42035,215,3725,20,1965,2.86,58.96,33.46,0.17,2.97,0.02,1.56
"05000US30013","Cascade County, Montana",1,"Number","Total","0","Total, all occupations",36435,1310,32115,445,1190,370,30,975,3.6,88.14,1.22,3.27,1.02,0.08,2.68
"05000US30013","Cascade County, Montana",3,"Number","Men","0","Total, all occupations",18340,630,16240,315,550,155,20,425,3.44,88.55,1.72,3,0.85,0.11,2.32
"05000US30013","Cascade County, Montana",5,"Number","Women","0","Total, all occupations",18095,680,15875,130,635,215,4,550,3.76,87.73,0.72,3.51,1.19,0.02,3.04
"05000US30029","Flathead County, Montana",1,"Number","Total","0","Total, all occupations",46490,1375,43050,190,820,250,15,790,2.96,92.6,0.41,1.76,0.54,0.03,1.7
"05000US30029","Flathead County, Montana",3,"Number","Men","0","Total, all occupations",24040,735,22310,175,450,75,0,300,3.06,92.8,0.73,1.87,0.31,0,1.25
"05000US30029","Flathead County, Montana",5,"Number","Women","0","Total, all occupations",22445,645,20740,10,370,175,15,490,2.87,92.4,0.04,1.65,0.78,0.07,2.18
"05000US30031","Gallatin County, Montana",1,"Number","Total","0","Total, all occupations",57770,1925,53290,225,290,950,0,1090,3.33,92.25,0.39,0.5,1.64,0,1.89
"05000US30031","Gallatin County, Montana",3,"Number","Men","0","Total, all occupations",31950,955,29705,135,170,395,0,595,2.99,92.97,0.42,0.53,1.24,0,1.86
"05000US30031","Gallatin County, Montana",5,"Number","Women","0","Total, all occupations",25820,970,23585,85,120,560,0,495,3.76,91.34,0.33,0.46,2.17,0,1.92
"05000US30049","Lewis and Clark County, Montana",1,"Number","Total","0","Total, all occupations",37320,935,34780,65,595,230,4,715,2.51,93.19,0.17,1.59,0.62,0.01,1.92
"05000US30049","Lewis and Clark County, Montana",3,"Number","Men","0","Total, all occupations",18765,395,17550,30,310,140,4,330,2.1,93.53,0.16,1.65,0.75,0.02,1.76
"05000US30049","Lewis and Clark County, Montana",5,"Number","Women","0","Total, all occupations",18555,540,17225,35,280,90,0,385,2.91,92.83,0.19,1.51,0.49,0,2.07
"05000US30063","Missoula County, Montana",1,"Number","Total","0","Total, all occupations",65610,2005,59455,310,1435,830,90,1485,3.06,90.62,0.47,2.19,1.27,0.14,2.26
"05000US30063","Missoula County, Montana",3,"Number","Men","0","Total, all occupations",33620,1065,30635,220,630,370,55,640,3.17,91.12,0.65,1.87,1.1,0.16,1.9
"05000US30063","Missoula County, Montana",5,"Number","Women","0","Total, all occupations",31990,940,28820,90,805,460,35,845,2.94,90.09,0.28,2.52,1.44,0.11,2.64
"05000US30111","Yellowstone County, Montana",1,"Number","Total","0","Total, all occupations",81585,4240,72275,545,2360,565,110,1485,5.2,88.59,0.67,2.89,0.69,0.13,1.82
"05000US30111","Yellowstone County, Montana",3,"Number","Men","0","Total, all occupations",42750,2430,37540,425,1260,160,95,840,5.68,87.81,0.99,2.95,0.37,0.22,1.96
"05000US30111","Yellowstone County, Montana",5,"Number","Women","0","Total, all occupations",38835,1810,34735,120,1100,405,15,650,4.66,89.44,0.31,2.83,1.04,0.04,1.67
"05000US31055","Douglas County, Nebraska",1,"Number","Total","0","Total, all occupations",337370,31295,263110,26020,1010,9710,140,6090,9.28,77.99,7.71,0.3,2.88,0.04,1.81
"05000US31055","Douglas County, Nebraska",3,"Number","Men","0","Total, all occupations",173500,18555,133780,11810,500,5530,35,3290,10.69,77.11,6.81,0.29,3.19,0.02,1.9
"05000US31055","Douglas County, Nebraska",5,"Number","Women","0","Total, all occupations",163865,12735,129330,14210,510,4180,100,2800,7.77,78.92,8.67,0.31,2.55,0.06,1.71
"05000US31079","Hall County, Nebraska",1,"Number","Total","0","Total, all occupations",35090,6895,26620,535,125,500,20,395,19.65,75.86,1.52,0.36,1.42,0.06,1.13
"05000US31079","Hall County, Nebraska",3,"Number","Men","0","Total, all occupations",18590,3970,13810,310,45,225,15,220,21.36,74.29,1.67,0.24,1.21,0.08,1.18
"05000US31079","Hall County, Nebraska",5,"Number","Women","0","Total, all occupations",16500,2925,12810,225,85,270,4,180,17.73,77.64,1.36,0.52,1.64,0.02,1.09
"05000US31109","Lancaster County, Nebraska",1,"Number","Total","0","Total, all occupations",176365,10465,150120,5710,645,6380,85,2960,5.93,85.12,3.24,0.37,3.62,0.05,1.68
"05000US31109","Lancaster County, Nebraska",3,"Number","Men","0","Total, all occupations",91970,5900,77785,3230,395,3140,60,1455,6.42,84.58,3.51,0.43,3.41,0.07,1.58
"05000US31109","Lancaster County, Nebraska",5,"Number","Women","0","Total, all occupations",84395,4560,72335,2480,250,3240,25,1505,5.4,85.71,2.94,0.3,3.84,0.03,1.78
"05000US31153","Sarpy County, Nebraska",1,"Number","Total","0","Total, all occupations",67090,5275,55060,3510,185,1335,60,1665,7.86,82.07,5.23,0.28,1.99,0.09,2.48
"05000US31153","Sarpy County, Nebraska",3,"Number","Men","0","Total, all occupations",37190,3020,30310,2090,95,705,30,935,8.12,81.5,5.62,0.26,1.9,0.08,2.51
"05000US31153","Sarpy County, Nebraska",5,"Number","Women","0","Total, all occupations",29900,2255,24750,1420,85,625,35,730,7.54,82.78,4.75,0.28,2.09,0.12,2.44
"05000US32003","Clark County, Nevada",1,"Number","Total","0","Total, all occupations",989180,304605,444400,95460,4555,101065,6575,32525,30.79,44.93,9.65,0.46,10.22,0.66,3.29
"05000US32003","Clark County, Nevada",3,"Number","Men","0","Total, all occupations",530485,171610,241940,47245,2100,47945,3400,16240,32.35,45.61,8.91,0.4,9.04,0.64,3.06
"05000US32003","Clark County, Nevada",5,"Number","Women","0","Total, all occupations",458700,132995,202460,48215,2455,53120,3170,16285,28.99,44.14,10.51,0.54,11.58,0.69,3.55
"05000US32007","Elko County, Nevada",1,"Number","Total","0","Total, all occupations",24270,6010,16610,50,1060,350,15,165,24.76,68.44,0.21,4.37,1.44,0.06,0.68
"05000US32007","Elko County, Nevada",3,"Number","Men","0","Total, all occupations",13470,3305,9425,45,420,135,15,125,24.54,69.97,0.33,3.12,1,0.11,0.93
"05000US32007","Elko County, Nevada",5,"Number","Women","0","Total, all occupations",10800,2705,7185,10,640,215,4,40,25.05,66.53,0.09,5.93,1.99,0.04,0.37
"05000US32019","Lyon County, Nevada",1,"Number","Total","0","Total, all occupations",12710,2100,9750,45,480,155,10,170,16.52,76.71,0.35,3.78,1.22,0.08,1.34
"05000US32019","Lyon County, Nevada",3,"Number","Men","0","Total, all occupations",7140,1325,5400,45,210,100,0,65,18.56,75.63,0.63,2.94,1.4,0,0.91
"05000US32019","Lyon County, Nevada",5,"Number","Women","0","Total, all occupations",5565,775,4350,0,275,55,10,110,13.93,78.17,0,4.94,0.99,0.18,1.98
"05000US32031","Washoe County, Nevada",1,"Number","Total","0","Total, all occupations",221115,51075,143885,4425,2690,12960,1290,4795,23.1,65.07,2,1.22,5.86,0.58,2.17
"05000US32031","Washoe County, Nevada",3,"Number","Men","0","Total, all occupations",118700,28780,76745,2660,1455,6225,605,2230,24.25,64.65,2.24,1.23,5.24,0.51,1.88
"05000US32031","Washoe County, Nevada",5,"Number","Women","0","Total, all occupations",102415,22295,67140,1760,1235,6735,685,2560,21.77,65.56,1.72,1.21,6.58,0.67,2.5
"05000US32510","Carson City, Nevada",1,"Number","Total","0","Total, all occupations",31275,6100,22765,355,295,1040,50,680,19.5,72.79,1.14,0.94,3.33,0.16,2.17
"05000US32510","Carson City, Nevada",3,"Number","Men","0","Total, all occupations",15385,2990,11120,260,150,430,15,415,19.43,72.28,1.69,0.97,2.79,0.1,2.7
"05000US32510","Carson City, Nevada",5,"Number","Women","0","Total, all occupations",15890,3110,11640,95,140,610,35,265,19.57,73.25,0.6,0.88,3.84,0.22,1.67
"05000US33001","Belknap County, New Hampshire",1,"Number","Total","0","Total, all occupations",27225,380,26085,175,20,275,0,290,1.4,95.81,0.64,0.07,1.01,0,1.07
"05000US33001","Belknap County, New Hampshire",3,"Number","Men","0","Total, all occupations",13790,210,13275,95,4,60,0,145,1.52,96.27,0.69,0.03,0.44,0,1.05
"05000US33001","Belknap County, New Hampshire",5,"Number","Women","0","Total, all occupations",13435,175,12810,75,10,215,0,145,1.3,95.35,0.56,0.07,1.6,0,1.08
"05000US33005","Cheshire County, New Hampshire",1,"Number","Total","0","Total, all occupations",36630,655,34625,220,70,560,0,505,1.79,94.53,0.6,0.19,1.53,0,1.38
"05000US33005","Cheshire County, New Hampshire",3,"Number","Men","0","Total, all occupations",18325,410,17250,100,20,260,0,290,2.24,94.13,0.55,0.11,1.42,0,1.58
"05000US33005","Cheshire County, New Hampshire",5,"Number","Women","0","Total, all occupations",18305,240,17375,120,50,300,0,215,1.31,94.92,0.66,0.27,1.64,0,1.17
"05000US33009","Grafton County, New Hampshire",1,"Number","Total","0","Total, all occupations",56900,1040,52310,555,240,2000,35,725,1.83,91.93,0.98,0.42,3.51,0.06,1.27
