"STATEFIP","STATE_NAME","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"16","Idaho","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",116,NA,116,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"16","Idaho","2003","Marriage and family therapists","Mental health counselors","MALE",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"16","Idaho","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"16","Idaho","0000","Total-Pop","Total-Pop","FEMALE",856513,104417,704970,8908,13628,4162,19672,756,12.19,82.31,1.04,1.59,0.49,2.3,0.09
"16","Idaho","2003","Marriage and family therapists","Mental health counselors","ALL",133,NA,129,NA,NA,NA,4,NA,NA,96.99,NA,NA,NA,3.01,NA
"16","Idaho","1822","School psychologists","Psychologists","ALL",85,NA,85,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"16","Idaho","1825","Other psychologists","Psychologists","ALL",426,NA,382,NA,NA,NA,44,NA,NA,89.67,NA,NA,NA,10.33,NA
"16","Idaho","0000","Total-Pop","Total-Pop","ALL",1717750,215710,1407571,18809,24227,10929,39043,1461,12.56,81.94,1.09,1.41,0.64,2.27,0.09
"16","Idaho","2004","Mental health counselors","Mental health counselors","ALL",722,23,548,17,NA,NA,134,NA,3.19,75.9,2.35,NA,NA,18.56,NA
"16","Idaho","2005","Rehabilitation counselors","Mental health counselors","ALL",461,2,448,NA,NA,NA,11,NA,0.43,97.18,NA,NA,NA,2.39,NA
"17","Illinois","1822","School psychologists","Psychologists","FEMALE",1812,74,1594,NA,12,116,16,NA,4.08,87.97,NA,0.66,6.4,0.88,NA
"17","Illinois","1822","School psychologists","Psychologists","ALL",2288,132,1999,NA,12,129,16,NA,5.77,87.37,NA,0.52,5.64,0.7,NA
"17","Illinois","1821","Clinical and counseling psychologists","Psychologists","ALL",1723,46,1363,NA,153,145,16,NA,2.67,79.11,NA,8.88,8.42,0.93,NA
"17","Illinois","1825","Other psychologists","Psychologists","ALL",6159,256,5265,NA,301,228,79,30,4.16,85.48,NA,4.89,3.7,1.28,0.49
"17","Illinois","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",3382,299,2410,NA,132,526,15,NA,8.84,71.26,NA,3.9,15.55,0.44,NA
"17","Illinois","1821","Clinical and counseling psychologists","Psychologists","FEMALE",1258,31,1052,NA,71,104,NA,NA,2.46,83.62,NA,5.64,8.27,NA,NA
"17","Illinois","0000","Total-Pop","Total-Pop","ALL",12770631,2186619,7830756,13578,691509,1782375,245430,20364,17.12,61.32,0.11,5.41,13.96,1.92,0.16
"17","Illinois","2004","Mental health counselors","Mental health counselors","MALE",1472,98,797,NA,40,537,NA,NA,6.66,54.14,NA,2.72,36.48,NA,NA
"17","Illinois","2003","Marriage and family therapists","Mental health counselors","ALL",1145,101,839,NA,NA,205,NA,NA,8.82,73.28,NA,NA,17.9,NA,NA
"17","Illinois","2004","Mental health counselors","Mental health counselors","ALL",4350,224,2885,NA,90,1101,50,NA,5.15,66.32,NA,2.07,25.31,1.15,NA
"17","Illinois","2005","Rehabilitation counselors","Mental health counselors","ALL",1114,73,765,NA,17,225,34,NA,6.55,68.67,NA,1.53,20.2,3.05,NA
"17","Illinois","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",1789,243,1089,NA,14,417,26,NA,13.58,60.87,NA,0.78,23.31,1.45,NA
"17","Illinois","2004","Mental health counselors","Mental health counselors","FEMALE",2878,126,2088,NA,50,564,50,NA,4.38,72.55,NA,1.74,19.6,1.74,NA
"17","Illinois","2005","Rehabilitation counselors","Mental health counselors","FEMALE",740,58,455,NA,NA,193,34,NA,7.84,61.49,NA,NA,26.08,4.59,NA
"17","Illinois","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",1413,212,897,NA,NA,278,26,NA,15,63.48,NA,NA,19.67,1.84,NA
"17","Illinois","1821","Clinical and counseling psychologists","Psychologists","MALE",465,15,311,NA,82,41,16,NA,3.23,66.88,NA,17.63,8.82,3.44,NA
"17","Illinois","0000","Total-Pop","Total-Pop","FEMALE",6496516,1068008,3983439,7178,358587,947001,122247,10056,16.44,61.32,0.11,5.52,14.58,1.88,0.15
"17","Illinois","0000","Total-Pop","Total-Pop","MALE",6274115,1118611,3847317,6400,332922,835374,123183,10308,17.83,61.32,0.1,5.31,13.31,1.96,0.16
"17","Illinois","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",903,46,693,NA,38,126,NA,NA,5.09,76.74,NA,4.21,13.95,NA,NA
"17","Illinois","2003","Marriage and family therapists","Mental health counselors","MALE",287,40,164,NA,NA,83,NA,NA,13.94,57.14,NA,NA,28.92,NA,NA
"17","Illinois","2003","Marriage and family therapists","Mental health counselors","FEMALE",858,61,675,NA,NA,122,NA,NA,7.11,78.67,NA,NA,14.22,NA,NA
"17","Illinois","2005","Rehabilitation counselors","Mental health counselors","MALE",374,15,310,NA,17,32,NA,NA,4.01,82.89,NA,4.55,8.56,NA,NA
"17","Illinois","1825","Other psychologists","Psychologists","FEMALE",4531,159,3840,NA,234,228,40,30,3.51,84.75,NA,5.16,5.03,0.88,0.66
"17","Illinois","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",2479,253,1717,NA,94,400,15,NA,10.21,69.26,NA,3.79,16.14,0.61,NA
"17","Illinois","1822","School psychologists","Psychologists","MALE",476,58,405,NA,NA,13,NA,NA,12.18,85.08,NA,NA,2.73,NA,NA
"17","Illinois","1825","Other psychologists","Psychologists","MALE",1628,97,1425,NA,67,NA,39,NA,5.96,87.53,NA,4.12,NA,2.4,NA
"17","Illinois","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",376,31,192,NA,14,139,NA,NA,8.24,51.06,NA,3.72,36.97,NA,NA
"18","Indiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",669,95,394,NA,NA,180,NA,NA,14.2,58.89,NA,NA,26.91,NA,NA
"18","Indiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1730,129,1334,NA,NA,267,NA,NA,7.46,77.11,NA,NA,15.43,NA,NA
"18","Indiana","1821","Clinical and counseling psychologists","Psychologists","ALL",402,16,380,NA,NA,6,NA,NA,3.98,94.53,NA,NA,1.49,NA,NA
"18","Indiana","1822","School psychologists","Psychologists","ALL",625,13,576,NA,20,16,NA,NA,2.08,92.16,NA,3.2,2.56,NA,NA
"18","Indiana","1825","Other psychologists","Psychologists","ALL",1391,21,1227,NA,66,66,11,NA,1.51,88.21,NA,4.74,4.74,0.79,NA
"18","Indiana","1825","Other psychologists","Psychologists","MALE",500,NA,425,NA,63,12,NA,NA,NA,85,NA,12.6,2.4,NA,NA
"18","Indiana","0000","Total-Pop","Total-Pop","ALL",6665703,462193,5271099,12896,153300,616306,139583,10326,6.93,79.08,0.19,2.3,9.25,2.09,0.15
"18","Indiana","1825","Other psychologists","Psychologists","FEMALE",891,21,802,NA,3,54,11,NA,2.36,90.01,NA,0.34,6.06,1.23,NA
"18","Indiana","1822","School psychologists","Psychologists","MALE",137,13,108,NA,NA,16,NA,NA,9.49,78.83,NA,NA,11.68,NA,NA
"18","Indiana","1821","Clinical and counseling psychologists","Psychologists","FEMALE",255,NA,255,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"18","Indiana","1822","School psychologists","Psychologists","FEMALE",488,NA,468,NA,20,NA,NA,NA,NA,95.9,NA,4.1,NA,NA,NA
"18","Indiana","2005","Rehabilitation counselors","Mental health counselors","FEMALE",273,71,186,NA,16,NA,NA,NA,26.01,68.13,NA,5.86,NA,NA,NA
"18","Indiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",1061,34,940,NA,NA,87,NA,NA,3.2,88.6,NA,NA,8.2,NA,NA
"18","Indiana","2003","Marriage and family therapists","Mental health counselors","FEMALE",295,NA,248,NA,NA,47,NA,NA,NA,84.07,NA,NA,15.93,NA,NA
"18","Indiana","2004","Mental health counselors","Mental health counselors","FEMALE",1266,6,1103,NA,21,112,24,NA,0.47,87.12,NA,1.66,8.85,1.9,NA
"18","Indiana","0000","Total-Pop","Total-Pop","MALE",3284735,238191,2593336,6645,75584,296737,68959,5283,7.25,78.95,0.2,2.3,9.03,2.1,0.16
"18","Indiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",575,21,527,NA,NA,27,NA,NA,3.65,91.65,NA,NA,4.7,NA,NA
"18","Indiana","1821","Clinical and counseling psychologists","Psychologists","MALE",147,16,125,NA,NA,6,NA,NA,10.88,85.03,NA,NA,4.08,NA,NA
"18","Indiana","0000","Total-Pop","Total-Pop","FEMALE",3380968,224002,2677763,6251,77716,319569,70624,5043,6.63,79.2,0.18,2.3,9.45,2.09,0.15
"18","Indiana","2005","Rehabilitation counselors","Mental health counselors","MALE",94,NA,94,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"18","Indiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",187,NA,187,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"18","Indiana","2003","Marriage and family therapists","Mental health counselors","MALE",156,13,143,NA,NA,NA,NA,NA,8.33,91.67,NA,NA,NA,NA,NA
"18","Indiana","2004","Mental health counselors","Mental health counselors","MALE",533,14,458,NA,NA,61,NA,NA,2.63,85.93,NA,NA,11.44,NA,NA
"18","Indiana","2005","Rehabilitation counselors","Mental health counselors","ALL",367,71,280,NA,16,NA,NA,NA,19.35,76.29,NA,4.36,NA,NA,NA
"18","Indiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",762,21,714,NA,NA,27,NA,NA,2.76,93.7,NA,NA,3.54,NA,NA
"18","Indiana","2003","Marriage and family therapists","Mental health counselors","ALL",451,13,391,NA,NA,47,NA,NA,2.88,86.7,NA,NA,10.42,NA,NA
"18","Indiana","2004","Mental health counselors","Mental health counselors","ALL",1799,20,1561,NA,21,173,24,NA,1.11,86.77,NA,1.17,9.62,1.33,NA
"19","Iowa","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",772,80,665,NA,27,NA,NA,NA,10.36,86.14,NA,3.5,NA,NA,NA
"19","Iowa","0000","Total-Pop","Total-Pop","FEMALE",1581338,91326,1362015,5557,39757,51301,30407,975,5.78,86.13,0.35,2.51,3.24,1.92,0.06
"19","Iowa","1821","Clinical and counseling psychologists","Psychologists","FEMALE",103,NA,103,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1822","School psychologists","Psychologists","FEMALE",254,NA,254,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1825","Other psychologists","Psychologists","FEMALE",331,NA,306,NA,NA,NA,25,NA,NA,92.45,NA,NA,NA,7.55,NA
"19","Iowa","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",698,80,591,NA,27,NA,NA,NA,11.46,84.67,NA,3.87,NA,NA,NA
"19","Iowa","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",122,NA,122,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1821","Clinical and counseling psychologists","Psychologists","MALE",34,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2003","Marriage and family therapists","Mental health counselors","ALL",113,NA,113,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2004","Mental health counselors","Mental health counselors","ALL",881,71,810,NA,NA,NA,NA,NA,8.06,91.94,NA,NA,NA,NA,NA
"19","Iowa","2005","Rehabilitation counselors","Mental health counselors","ALL",339,NA,339,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",122,NA,122,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2003","Marriage and family therapists","Mental health counselors","MALE",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2004","Mental health counselors","Mental health counselors","MALE",175,NA,175,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2004","Mental health counselors","Mental health counselors","FEMALE",706,71,635,NA,NA,NA,NA,NA,10.06,89.94,NA,NA,NA,NA,NA
"19","Iowa","2005","Rehabilitation counselors","Mental health counselors","FEMALE",339,NA,339,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1821","Clinical and counseling psychologists","Psychologists","ALL",137,NA,137,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2003","Marriage and family therapists","Mental health counselors","FEMALE",68,NA,68,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1825","Other psychologists","Psychologists","ALL",492,NA,467,NA,NA,NA,25,NA,NA,94.92,NA,NA,NA,5.08,NA
"19","Iowa","0000","Total-Pop","Total-Pop","ALL",3139508,188312,2691125,10056,78991,111312,57183,2529,6,85.72,0.32,2.52,3.55,1.82,0.08
"19","Iowa","1825","Other psychologists","Psychologists","MALE",161,NA,161,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","0000","Total-Pop","Total-Pop","MALE",1558170,96986,1329110,4499,39234,60011,26776,1554,6.22,85.3,0.29,2.52,3.85,1.72,0.1
"19","Iowa","1822","School psychologists","Psychologists","ALL",281,NA,281,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",74,NA,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"19","Iowa","1822","School psychologists","Psychologists","MALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",799,135,654,NA,NA,10,NA,NA,16.9,81.85,NA,NA,1.25,NA,NA
"20","Kansas","2003","Marriage and family therapists","Mental health counselors","ALL",283,NA,261,NA,NA,22,NA,NA,NA,92.23,NA,NA,7.77,NA,NA
"20","Kansas","1825","Other psychologists","Psychologists","ALL",991,18,897,NA,NA,42,34,NA,1.82,90.51,NA,NA,4.24,3.43,NA
"20","Kansas","2004","Mental health counselors","Mental health counselors","MALE",253,NA,186,NA,NA,67,NA,NA,NA,73.52,NA,NA,26.48,NA,NA
"20","Kansas","2005","Rehabilitation counselors","Mental health counselors","MALE",21,NA,NA,11,10,NA,NA,NA,NA,NA,52.38,47.62,NA,NA,NA
"20","Kansas","2003","Marriage and family therapists","Mental health counselors","MALE",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","2005","Rehabilitation counselors","Mental health counselors","ALL",283,47,215,11,10,NA,NA,NA,16.61,75.97,3.89,3.53,NA,NA,NA
"20","Kansas","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",250,87,163,NA,NA,NA,NA,NA,34.8,65.2,NA,NA,NA,NA,NA
"20","Kansas","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",51,42,9,NA,NA,NA,NA,NA,82.35,17.65,NA,NA,NA,NA,NA
"20","Kansas","2004","Mental health counselors","Mental health counselors","ALL",845,NA,651,NA,NA,168,26,NA,NA,77.04,NA,NA,19.88,3.08,NA
"20","Kansas","1821","Clinical and counseling psychologists","Psychologists","MALE",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","1822","School psychologists","Psychologists","MALE",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","2005","Rehabilitation counselors","Mental health counselors","FEMALE",262,47,215,NA,NA,NA,NA,NA,17.94,82.06,NA,NA,NA,NA,NA
"20","Kansas","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",241,30,211,NA,NA,NA,NA,NA,12.45,87.55,NA,NA,NA,NA,NA
"20","Kansas","1821","Clinical and counseling psychologists","Psychologists","ALL",193,NA,193,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","1822","School psychologists","Psychologists","ALL",378,NA,365,NA,NA,NA,13,NA,NA,96.56,NA,NA,NA,3.44,NA
"20","Kansas","1821","Clinical and counseling psychologists","Psychologists","FEMALE",141,NA,141,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"20","Kansas","1822","School psychologists","Psychologists","FEMALE",286,NA,273,NA,NA,NA,13,NA,NA,95.45,NA,NA,NA,4.55,NA
"20","Kansas","1825","Other psychologists","Psychologists","FEMALE",624,6,542,NA,NA,42,34,NA,0.96,86.86,NA,NA,6.73,5.45,NA
"20","Kansas","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",558,105,443,NA,NA,10,NA,NA,18.82,79.39,NA,NA,1.79,NA,NA
"20","Kansas","2003","Marriage and family therapists","Mental health counselors","FEMALE",207,NA,185,NA,NA,22,NA,NA,NA,89.37,NA,NA,10.63,NA,NA
"20","Kansas","2004","Mental health counselors","Mental health counselors","FEMALE",592,NA,465,NA,NA,101,26,NA,NA,78.55,NA,NA,17.06,4.39,NA
"20","Kansas","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",199,45,154,NA,NA,NA,NA,NA,22.61,77.39,NA,NA,NA,NA,NA
"20","Kansas","0000","Total-Pop","Total-Pop","FEMALE",1460059,166645,1116936,8842,43866,78797,43233,1740,11.41,76.5,0.61,3,5.4,2.96,0.12
"20","Kansas","0000","Total-Pop","Total-Pop","MALE",1450593,179472,1091008,9055,41173,84696,43861,1328,12.37,75.21,0.62,2.84,5.84,3.02,0.09
"20","Kansas","1825","Other psychologists","Psychologists","MALE",367,12,355,NA,NA,NA,NA,NA,3.27,96.73,NA,NA,NA,NA,NA
"20","Kansas","0000","Total-Pop","Total-Pop","ALL",2910652,346117,2207944,17897,85039,163493,87094,3068,11.89,75.86,0.61,2.92,5.62,2.99,0.11
"21","Kentucky","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",289,39,250,NA,NA,NA,NA,NA,13.49,86.51,NA,NA,NA,NA,NA
"21","Kentucky","2003","Marriage and family therapists","Mental health counselors","MALE",51,NA,51,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","2004","Mental health counselors","Mental health counselors","MALE",253,NA,253,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","2005","Rehabilitation counselors","Mental health counselors","MALE",115,NA,115,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","1821","Clinical and counseling psychologists","Psychologists","FEMALE",260,NA,260,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","1822","School psychologists","Psychologists","FEMALE",511,24,487,NA,NA,NA,NA,NA,4.7,95.3,NA,NA,NA,NA,NA
"21","Kentucky","1825","Other psychologists","Psychologists","FEMALE",821,45,728,NA,33,15,NA,NA,5.48,88.67,NA,4.02,1.83,NA,NA
"21","Kentucky","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",1161,94,903,NA,55,109,NA,NA,8.1,77.78,NA,4.74,9.39,NA,NA
"21","Kentucky","1821","Clinical and counseling psychologists","Psychologists","ALL",260,NA,260,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","1822","School psychologists","Psychologists","ALL",562,24,538,NA,NA,NA,NA,NA,4.27,95.73,NA,NA,NA,NA,NA
"21","Kentucky","1825","Other psychologists","Psychologists","ALL",1232,74,1098,NA,45,15,NA,NA,6.01,89.12,NA,3.65,1.22,NA,NA
"21","Kentucky","1822","School psychologists","Psychologists","MALE",51,NA,51,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"21","Kentucky","1825","Other psychologists","Psychologists","MALE",411,29,370,NA,12,NA,NA,NA,7.06,90.02,NA,2.92,NA,NA,NA
"21","Kentucky","2004","Mental health counselors","Mental health counselors","ALL",1500,10,1275,NA,22,193,NA,NA,0.67,85,NA,1.47,12.87,NA,NA
"21","Kentucky","2005","Rehabilitation counselors","Mental health counselors","ALL",307,NA,281,NA,NA,26,NA,NA,NA,91.53,NA,NA,8.47,NA,NA
"21","Kentucky","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",477,NA,401,NA,NA,26,50,NA,NA,84.07,NA,NA,5.45,10.48,NA
"21","Kentucky","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1450,133,1153,NA,55,109,NA,NA,9.17,79.52,NA,3.79,7.52,NA,NA
"21","Kentucky","2003","Marriage and family therapists","Mental health counselors","ALL",473,9,444,NA,NA,20,NA,NA,1.9,93.87,NA,NA,4.23,NA,NA
"21","Kentucky","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",173,NA,123,NA,NA,NA,50,NA,NA,71.1,NA,NA,NA,28.9,NA
"21","Kentucky","2004","Mental health counselors","Mental health counselors","FEMALE",1247,10,1022,NA,22,193,NA,NA,0.8,81.96,NA,1.76,15.48,NA,NA
"21","Kentucky","2005","Rehabilitation counselors","Mental health counselors","FEMALE",192,NA,166,NA,NA,26,NA,NA,NA,86.46,NA,NA,13.54,NA,NA
"21","Kentucky","2003","Marriage and family therapists","Mental health counselors","FEMALE",422,9,393,NA,NA,20,NA,NA,2.13,93.13,NA,NA,4.74,NA,NA
"21","Kentucky","0000","Total-Pop","Total-Pop","MALE",2190664,88039,1843704,4155,30263,176611,44640,3252,4.02,84.16,0.19,1.38,8.06,2.04,0.15
"21","Kentucky","0000","Total-Pop","Total-Pop","FEMALE",2258388,74906,1916913,4139,36623,178341,44077,3389,3.32,84.88,0.18,1.62,7.9,1.95,0.15
"21","Kentucky","0000","Total-Pop","Total-Pop","ALL",4449052,162945,3760617,8294,66886,354952,88717,6641,3.66,84.53,0.19,1.5,7.98,1.99,0.15
"21","Kentucky","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",304,NA,278,NA,NA,26,NA,NA,NA,91.45,NA,NA,8.55,NA,NA
"22","Louisiana","1821","Clinical and counseling psychologists","Psychologists","ALL",239,NA,160,NA,7,50,22,NA,NA,66.95,NA,2.93,20.92,9.21,NA
"22","Louisiana","2003","Marriage and family therapists","Mental health counselors","ALL",562,NA,398,NA,13,151,NA,NA,NA,70.82,NA,2.31,26.87,NA,NA
"22","Louisiana","1822","School psychologists","Psychologists","ALL",425,NA,205,NA,NA,176,44,NA,NA,48.24,NA,NA,41.41,10.35,NA
"22","Louisiana","0000","Total-Pop","Total-Pop","FEMALE",2385009,109330,1389110,12201,41153,786291,41692,5232,4.58,58.24,0.51,1.73,32.97,1.75,0.22
"22","Louisiana","2004","Mental health counselors","Mental health counselors","ALL",1528,38,706,NA,10,725,49,NA,2.49,46.2,NA,0.65,47.45,3.21,NA
"22","Louisiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1269,51,766,NA,NA,452,NA,NA,4.02,60.36,NA,NA,35.62,NA,NA
"22","Louisiana","1821","Clinical and counseling psychologists","Psychologists","FEMALE",177,NA,127,NA,7,21,22,NA,NA,71.75,NA,3.95,11.86,12.43,NA
"22","Louisiana","0000","Total-Pop","Total-Pop","MALE",2279353,129513,1346929,11733,38510,707834,40837,3997,5.68,59.09,0.51,1.69,31.05,1.79,0.18
"22","Louisiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",308,NA,172,NA,NA,136,NA,NA,NA,55.84,NA,NA,44.16,NA,NA
"22","Louisiana","1825","Other psychologists","Psychologists","ALL",1127,51,994,NA,12,70,NA,NA,4.53,88.2,NA,1.06,6.21,NA,NA
"22","Louisiana","2003","Marriage and family therapists","Mental health counselors","FEMALE",506,NA,357,NA,13,136,NA,NA,NA,70.55,NA,2.57,26.88,NA,NA
"22","Louisiana","1822","School psychologists","Psychologists","FEMALE",418,NA,198,NA,NA,176,44,NA,NA,47.37,NA,NA,42.11,10.53,NA
"22","Louisiana","1825","Other psychologists","Psychologists","FEMALE",797,51,698,NA,NA,48,NA,NA,6.4,87.58,NA,NA,6.02,NA,NA
"22","Louisiana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",961,51,594,NA,NA,316,NA,NA,5.31,61.81,NA,NA,32.88,NA,NA
"22","Louisiana","1821","Clinical and counseling psychologists","Psychologists","MALE",62,NA,33,NA,NA,29,NA,NA,NA,53.23,NA,NA,46.77,NA,NA
"22","Louisiana","1822","School psychologists","Psychologists","MALE",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"22","Louisiana","1825","Other psychologists","Psychologists","MALE",330,NA,296,NA,12,22,NA,NA,NA,89.7,NA,3.64,6.67,NA,NA
"22","Louisiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",284,NA,113,NA,51,120,NA,NA,NA,39.79,NA,17.96,42.25,NA,NA
"22","Louisiana","2003","Marriage and family therapists","Mental health counselors","MALE",56,NA,41,NA,NA,15,NA,NA,NA,73.21,NA,NA,26.79,NA,NA
"22","Louisiana","2004","Mental health counselors","Mental health counselors","MALE",155,NA,88,NA,NA,67,NA,NA,NA,56.77,NA,NA,43.23,NA,NA
"22","Louisiana","2005","Rehabilitation counselors","Mental health counselors","MALE",116,NA,106,NA,NA,10,NA,NA,NA,91.38,NA,NA,8.62,NA,NA
"22","Louisiana","2004","Mental health counselors","Mental health counselors","FEMALE",1373,38,618,NA,10,658,49,NA,2.77,45.01,NA,0.73,47.92,3.57,NA
"22","Louisiana","2005","Rehabilitation counselors","Mental health counselors","FEMALE",487,NA,325,NA,NA,162,NA,NA,NA,66.74,NA,NA,33.26,NA,NA
"22","Louisiana","2005","Rehabilitation counselors","Mental health counselors","ALL",603,NA,431,NA,NA,172,NA,NA,NA,71.48,NA,NA,28.52,NA,NA
"22","Louisiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",602,NA,303,NA,51,248,NA,NA,NA,50.33,NA,8.47,41.2,NA,NA
"22","Louisiana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",318,NA,190,NA,NA,128,NA,NA,NA,59.75,NA,NA,40.25,NA,NA
"22","Louisiana","0000","Total-Pop","Total-Pop","ALL",4664362,238843,2736039,23934,79663,1494125,82529,9229,5.12,58.66,0.51,1.71,32.03,1.77,0.2
"23","Maine","2005","Rehabilitation counselors","Mental health counselors","ALL",222,28,194,NA,NA,NA,NA,NA,12.61,87.39,NA,NA,NA,NA,NA
"23","Maine","1821","Clinical and counseling psychologists","Psychologists","FEMALE",57,NA,35,NA,NA,22,NA,NA,NA,61.4,NA,NA,38.6,NA,NA
"23","Maine","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",182,NA,182,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"23","Maine","1821","Clinical and counseling psychologists","Psychologists","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"23","Maine","1822","School psychologists","Psychologists","MALE",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
